22:3:16 - 7/12/2021 - 18.97 - 0.00 - Traffic(0.00) Geophony(0.21) Biophony(0.02) Anthrophony(0.78) 
3:26:34 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.02) Anthrophony(0.04) 
3:26:35 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
3:26:36 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
3:26:37 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.04) Anthrophony(0.20) 
3:26:38 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:26:39 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:26:40 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
3:26:41 - 8/12/2021 - 6.39 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
3:26:42 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.03) Anthrophony(0.06) 
3:26:43 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
3:26:44 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
3:26:45 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:26:46 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.01) Anthrophony(0.04) 
3:26:47 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
3:26:48 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
3:26:49 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
3:26:50 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.16) Anthrophony(0.25) 
3:26:51 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
3:26:52 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
3:26:53 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:26:54 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:26:55 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.04) Anthrophony(0.09) 
3:26:56 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
3:26:57 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:26:58 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
3:26:59 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
3:27:0 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
3:27:1 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
3:27:2 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.04) 
3:27:3 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
3:27:4 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:27:5 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:27:6 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
3:27:7 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
3:27:8 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
3:27:9 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:27:10 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
3:27:11 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
3:27:12 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:27:13 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
3:27:14 - 8/12/2021 - 6.39 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
3:27:15 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.08) Anthrophony(0.19) 
3:27:16 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
3:27:17 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.04) Anthrophony(0.14) 
3:27:18 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:27:19 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.14) Anthrophony(0.34) 
3:27:20 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
3:27:21 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:27:22 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
3:27:23 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.25) Biophony(0.16) Anthrophony(0.60) 
3:27:24 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.36) Anthrophony(0.09) 
3:27:25 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.14) Anthrophony(0.34) 
3:27:26 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.02) 
3:27:27 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
3:27:28 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
3:27:29 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
3:27:30 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.21) Anthrophony(0.02) 
3:27:31 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
3:27:32 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:27:33 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.09) Anthrophony(0.36) 
3:27:34 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
3:27:35 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
3:27:36 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:27:37 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
3:27:38 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
3:27:39 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
3:27:40 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
3:27:41 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
3:27:42 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:27:43 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
3:27:44 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
3:27:45 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
3:27:46 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
3:27:47 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.36) Anthrophony(0.09) 
3:27:48 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.27) Anthrophony(0.07) 
3:27:49 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
3:27:50 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:27:51 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.25) Anthrophony(0.16) 
3:27:52 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.16) Anthrophony(0.25) 
3:27:53 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:27:54 - 8/12/2021 - 6.39 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.27) Anthrophony(0.07) 
3:27:55 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
3:27:56 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
3:27:57 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
3:27:58 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.17) Anthrophony(0.17) 
3:27:59 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
3:28:0 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
3:28:1 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
3:28:2 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
3:28:3 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
3:28:4 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:28:5 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:28:6 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
3:28:7 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:28:8 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.04) Anthrophony(0.09) 
3:28:9 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
3:28:10 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.02) Anthrophony(0.04) 
3:28:11 - 8/12/2021 - 6.39 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:28:12 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:28:13 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
3:28:14 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:28:15 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
3:28:16 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:28:17 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.23) Anthrophony(0.23) 
3:28:18 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.68) Biophony(0.05) Anthrophony(0.28) 
3:28:19 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.07) Anthrophony(0.27) 
3:28:20 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
3:28:21 - 8/12/2021 - 6.40 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.04) Anthrophony(0.20) 
3:28:22 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.07) Anthrophony(0.27) 
3:28:23 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.23) Anthrophony(0.23) 
3:28:24 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:28:25 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
3:28:26 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
3:28:27 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
3:28:28 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
3:28:29 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
3:28:30 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
3:28:31 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
3:28:32 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
3:28:33 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.59) Biophony(0.38) Anthrophony(0.04) 
3:28:34 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
3:28:35 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:28:36 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
3:28:37 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
3:28:38 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
3:28:39 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
3:28:40 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
3:28:41 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
3:28:42 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
3:28:43 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
3:28:44 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
3:28:45 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.57) Biophony(0.37) Anthrophony(0.06) 
3:28:46 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
3:28:47 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
3:28:48 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
3:28:49 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.49) Biophony(0.20) Anthrophony(0.31) 
3:28:50 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.27) Anthrophony(0.07) 
3:28:51 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.25) Anthrophony(0.16) 
3:28:52 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:28:53 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
3:28:54 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:28:55 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
3:28:56 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
3:28:57 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
3:28:58 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
3:28:59 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.01) Geophony(0.39) Biophony(0.00) Anthrophony(0.60) 
3:29:0 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.38) Geophony(0.04) Biophony(0.00) Anthrophony(0.58) 
3:29:1 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.21) Anthrophony(0.79) 
3:29:2 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.89) Geophony(0.00) Biophony(0.10) Anthrophony(0.01) 
3:29:3 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.95) Geophony(0.00) Biophony(0.02) Anthrophony(0.03) 
3:29:4 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.07) Geophony(0.44) Biophony(0.05) Anthrophony(0.44) 
3:29:5 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.17) Anthrophony(0.17) 
3:29:6 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.57) Biophony(0.06) Anthrophony(0.36) 
3:29:7 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
3:29:8 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.14) Anthrophony(0.34) 
3:29:9 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
3:29:10 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:29:11 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
3:29:12 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.16) Anthrophony(0.25) 
3:29:13 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
3:29:14 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
3:29:15 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
3:29:16 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
3:29:17 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
3:29:18 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
3:29:19 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
3:29:20 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
3:29:21 - 8/12/2021 - 6.52 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
3:29:22 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
3:29:23 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
3:29:24 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:29:25 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:29:26 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:29:27 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
3:29:28 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.69) Biophony(0.28) Anthrophony(0.03) 
3:29:29 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
3:29:30 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
3:29:31 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
3:29:32 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:29:33 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
3:29:34 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
3:29:35 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:29:36 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
3:29:37 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
3:29:38 - 8/12/2021 - 6.42 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
3:29:39 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:29:40 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:29:41 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
3:29:42 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
3:29:43 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
3:29:44 - 8/12/2021 - 6.46 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
3:29:45 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
3:29:46 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
3:29:47 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
3:29:48 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
3:29:49 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
3:29:50 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
3:29:51 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:29:52 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
3:29:53 - 8/12/2021 - 6.50 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
3:29:54 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
3:29:55 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
3:29:56 - 8/12/2021 - 6.48 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
3:29:57 - 8/12/2021 - 6.44 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
